No,year,month,day,hour,season,PM_Dongsihuan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,week,work
25,2010,1,2,0,4,139,-16,38,1020,-4,SE,1.79,0,0,Saturday,No
26,2010,1,2,1,4,102,-15,42,1020,-4,SE,2.68,0,0,Saturday,No
27,2010,1,2,2,4,200,-11,63.5,1021,-5,SE,3.57,0,0,Saturday,No
28,2010,1,2,3,4,285,-7,85,1022,-5,SE,5.36,0,0,Saturday,No
29,2010,1,2,4,4,303,-7,85,1022,-5,SE,6.25,0,0,Saturday,No
30,2010,1,2,5,4,248,-7,92,1022,-6,SE,7.14,0,0,Saturday,No
31,2010,1,2,6,4,468,-7,92,1023,-6,SE,8.93,0,0,Saturday,No
32,2010,1,2,7,4,350,-7,85,1024,-5,SE,10.72,0,0,Saturday,No
33,2010,1,2,8,4,184,-8,85,1024,-6,SE,12.51,0,0,Saturday,Yes
34,2010,1,2,9,4,307,-7,85,1025,-5,SE,14.3,0,0,Saturday,Yes
35,2010,1,2,10,4,85,-7,85,1026,-5,SE,17.43,0,0,Saturday,Yes
36,2010,1,2,11,4,210,-8,79,1026,-5,SE,20.56,0,0,Saturday,Yes
37,2010,1,2,12,4,147,-8,79,1026,-5,SE,23.69,0,0,Saturday,Yes
38,2010,1,2,13,4,302,-8,79,1025,-5,SE,27.71,0,0,Saturday,Yes
39,2010,1,2,14,4,215,-9,73,1025,-5,SE,31.73,0,0,Saturday,Yes
40,2010,1,2,15,4,208,-9,73,1025,-5,SE,35.75,0,0,Saturday,Yes
41,2010,1,2,16,4,81,-9,73,1026,-5,SE,37.54,0,0,Saturday,Yes
42,2010,1,2,17,4,93,-8,79,1027,-5,SE,39.33,0,0,Saturday,Yes
43,2010,1,2,18,4,115,-8,79,1027,-5,SE,42.46,0,0,Saturday,No
44,2010,1,2,19,4,105,-8,79,1028,-5,SE,44.25,0,0,Saturday,No
45,2010,1,2,20,4,92,-7,85,1028,-5,SE,46.04,0,0,Saturday,No
46,2010,1,2,21,4,45,-7,85,1027,-5,SE,49.17,0,0,Saturday,No
47,2010,1,2,22,4,57,-8,85,1028,-6,SE,52.3,0,0,Saturday,No
48,2010,1,2,23,4,104,-8,85,1027,-6,SE,55.43,0,0,Saturday,No
49,2010,1,3,0,4,105,-7,92,1027,-6,SE,58.56,0.4,0.4,Sunday,No
50,2010,1,3,1,4,61,-8,85,1026,-6,SE,61.69,0.5,0.9,Sunday,No
51,2010,1,3,2,4,80,-8,92,1026,-7,SE,65.71,0.5,1.4,Sunday,No
52,2010,1,3,3,4,92,-8,92,1025,-7,SE,68.84,0.7,2.1,Sunday,No
53,2010,1,3,4,4,96,-8,92,1024,-7,SE,72.86,1.2,3.3,Sunday,No
54,2010,1,3,5,4,67,-9,92,1024,-8,SE,76.88,0.7,4,Sunday,No
55,2010,1,3,6,4,116,-10,85,1024,-8,SE,80.9,1,5,Sunday,No
56,2010,1,3,7,4,74,-10,92,1024,-9,SE,84.92,0.7,5.7,Sunday,No
57,2010,1,3,8,4,81,-10,92,1024,-9,SE,89.84,0.5,6.2,Sunday,Yes
58,2010,1,3,9,4,73,-11,85,1023,-9,SE,93.86,0.7,6.9,Sunday,Yes
59,2010,1,3,10,4,114,-11,85,1023,-9,SE,97.88,0.4,7.3,Sunday,Yes
60,2010,1,3,11,4,96,-11,85,1022,-9,SE,102.8,0.5,7.8,Sunday,Yes
61,2010,1,3,12,4,57,-11,85,1021,-9,SE,105.93,1.1,8.9,Sunday,Yes
62,2010,1,3,13,4,62,-11,85,1020,-9,SE,111.74,0.5,9.4,Sunday,Yes
63,2010,1,3,14,4,52,-11,85,1020,-9,SE,116.66,0.3,9.7,Sunday,Yes
64,2010,1,3,15,4,93,-11,85,1020,-9,SE,121.58,0.5,10.2,Sunday,Yes
65,2010,1,3,16,4,56,-11,85,1020,-9,SE,124.71,0.2,10.4,Sunday,Yes
66,2010,1,3,17,4,88,-11,85,1020,-9,SE,127.84,0.1,10.5,Sunday,Yes
67,2010,1,3,18,4,75,-11,85,1021,-9,cv,0.89,0.4,10.9,Sunday,No
68,2010,1,3,19,4,91,-11,85,1022,-9,cv,1.78,0.3,11.2,Sunday,No
69,2010,1,3,20,4,296,-10,92,1022,-9,NW,4.02,0,0,Sunday,No
70,2010,1,3,21,4,305,-11,92,1023,-10,NW,7.15,0,0,Sunday,No
71,2010,1,3,22,4,110,-11,85,1023,-9,NW,11.17,0,0,Sunday,No
72,2010,1,3,23,4,338,-12,92,1023,-11,NW,14.3,0,0,Sunday,No
73,2010,1,4,0,4,122,-14,85,1023,-12,NW,16.09,0,0,Monday,No
74,2010,1,4,1,4,140,-16,56,1023,-9,NW,21.9,0,0,Monday,No
75,2010,1,4,2,4,90,-17,56,1024,-10,NW,29.95,0,0,Monday,No
76,2010,1,4,3,4,99,-18,56,1024,-11,NW,39.78,0,0,Monday,No
77,2010,1,4,4,4,67,-19,51,1025,-11,NW,48.72,0,0,Monday,No
78,2010,1,4,5,4,120,-20,51,1026,-12,NW,55.87,0,0,Monday,No
79,2010,1,4,6,4,108,-21,47,1027,-12,NW,64.81,0,0,Monday,No
80,2010,1,4,7,4,138,-21,51,1027,-13,NW,73.75,0,0,Monday,No
81,2010,1,4,8,4,67,-22,46,1028,-13,NW,80.9,0,0,Monday,Yes
82,2010,1,4,9,4,99,-22,46,1029,-13,NW,90.73,0,0,Monday,Yes
83,2010,1,4,10,4,13,-22,43,1030,-12,NW,100.56,0,0,Monday,Yes
84,2010,1,4,11,4,44,-23,39,1031,-12,NW,108.61,0,0,Monday,Yes
85,2010,1,4,12,4,83,-21,43,1030,-11,NW,117.55,0,0,Monday,Yes
86,2010,1,4,13,4,108,-20,43,1030,-10,NW,127.38,0,0,Monday,Yes
87,2010,1,4,14,4,67,-21,40,1030,-10,NW,136.32,0,0,Monday,Yes
88,2010,1,4,15,4,5,-21,37,1030,-9,NW,145.26,0,0,Monday,Yes
89,2010,1,4,16,4,15,-21,37,1031,-9,NW,152.41,0,0,Monday,Yes
90,2010,1,4,17,4,69,-20,47,1032,-11,NW,159.56,0,0,Monday,Yes
91,2010,1,4,18,4,9,-23,36,1032,-11,NW,165.37,0,0,Monday,No
92,2010,1,4,19,4,49,-21,47,1033,-12,NW,171.18,0,0,Monday,No
93,2010,1,4,20,4,11,-24,36,1034,-12,NW,180.12,0,0,Monday,No
94,2010,1,4,21,4,3,-24,39,1034,-13,NW,187.27,0,0,Monday,No
95,2010,1,4,22,4,101,-24,39,1035,-13,NW,195.32,0,0,Monday,No
96,2010,1,4,23,4,24,-26,38,1035,-15,NW,198.45,0,0,Monday,No
97,2010,1,5,0,4,38,-26,45,1035,-17,NW,201.58,0,0,Tuesday,No
98,2010,1,5,1,4,11,-26,49,1035,-18,NW,205.6,0,0,Tuesday,No
99,2010,1,5,2,4,11,-26,53,1035,-19,NW,208.73,0,0,Tuesday,No
100,2010,1,5,3,4,34,-27,45,1035,-18,NW,213.65,0,0,Tuesday,No
101,2010,1,5,4,4,19,-27,49,1035,-19,NW,218.57,0,0,Tuesday,No
102,2010,1,5,5,4,77,-27,38,1034,-16,NE,4.92,0,0,Tuesday,No
103,2010,1,5,6,4,3,-26,41,1035,-16,NE,8.05,0,0,Tuesday,No
104,2010,1,5,7,4,39,-27,38,1034,-16,NE,13.86,0,0,Tuesday,No
105,2010,1,5,8,4,11,-26,41,1035,-16,NE,18.78,0,0,Tuesday,Yes
106,2010,1,5,9,4,19,-26,38,1035,-15,NE,24.59,0,0,Tuesday,Yes
107,2010,1,5,10,4,31,-25,38,1035,-14,NE,29.51,0,0,Tuesday,Yes
108,2010,1,5,11,4,6,-25,35,1035,-13,NE,34.43,0,0,Tuesday,Yes
109,2010,1,5,12,4,7,-25,33,1034,-12,NE,39.35,0,0,Tuesday,Yes
110,2010,1,5,13,4,119,-24,33,1032,-11,NE,41.14,0,0,Tuesday,Yes
111,2010,1,5,14,4,122,-22,39,1032,-11,cv,0.89,0,0,Tuesday,Yes
112,2010,1,5,15,4,70,-23,36,1031,-11,NW,1.79,0,0,Tuesday,Yes
113,2010,1,5,16,4,13,-24,33,1031,-11,NW,3.58,0,0,Tuesday,Yes
114,2010,1,5,17,4,37,-23,36,1031,-11,NW,5.37,0,0,Tuesday,Yes
115,2010,1,5,18,4,19,-23,36,1032,-11,NW,7.16,0,0,Tuesday,No
116,2010,1,5,19,4,61,-22,46,1033,-13,NW,10.29,0,0,Tuesday,No
117,2010,1,5,20,4,9,-22,43,1033,-12,NW,13.42,0,0,Tuesday,No
118,2010,1,5,21,4,14,-24,59,1033,-18,NW,16.55,0,0,Tuesday,No
119,2010,1,5,22,4,6,-22,46,1034,-13,NW,20.57,0,0,Tuesday,No
120,2010,1,5,23,4,31,-22,59,1033,-16,NW,23.7,0,0,Tuesday,No
121,2010,1,6,0,4,9,-25,49,1033,-17,NW,26.83,0,0,Wednesday,No
122,2010,1,6,1,4,31,-25,38,1033,-14,NE,4.02,0,0,Wednesday,No
123,2010,1,6,2,4,15,-26,35,1034,-14,NE,8.04,0,0,Wednesday,No
124,2010,1,6,3,4,42,-26,35,1033,-14,NE,13.85,0,0,Wednesday,No
125,2010,1,6,4,4,31,-26,35,1033,-14,NE,17.87,0,0,Wednesday,No
126,2010,1,6,5,4,50,-26,35,1033,-14,NE,23.68,0,0,Wednesday,No
127,2010,1,6,6,4,13,-26,35,1033,-14,NE,28.6,0,0,Wednesday,No
128,2010,1,6,7,4,50,-26,38,1034,-15,NE,33.52,0,0,Wednesday,No
129,2010,1,6,8,4,72,-26,35,1034,-14,NE,39.33,0,0,Wednesday,Yes
130,2010,1,6,9,4,25,-25,35,1035,-13,NE,44.25,0,0,Wednesday,Yes
131,2010,1,6,10,4,13,-25,33,1035,-12,NE,50.06,0,0,Wednesday,Yes
132,2010,1,6,11,4,10,-24,33,1035,-11,NE,54.98,0,0,Wednesday,Yes
133,2010,1,6,12,4,13,-24,30,1034,-10,NE,59,0,0,Wednesday,Yes
134,2010,1,6,13,4,11,-22,36,1033,-10,NW,4.02,0,0,Wednesday,Yes
135,2010,1,6,14,4,80,-22,34,1033,-9,NW,5.81,0,0,Wednesday,Yes
136,2010,1,6,15,4,7,-22,31,1033,-8,cv,0.89,0,0,Wednesday,Yes
137,2010,1,6,16,4,27,-22,31,1033,-8,NW,1.79,0,0,Wednesday,Yes
138,2010,1,6,17,4,15,-21,37,1033,-9,NW,3.58,0,0,Wednesday,Yes
139,2010,1,6,18,4,21,-22,34,1033,-9,NW,5.37,0,0,Wednesday,No
140,2010,1,6,19,4,129,-22,50,1034,-14,cv,0.89,0,0,Wednesday,No
141,2010,1,6,20,4,12,-22,43,1035,-12,NW,1.79,0,0,Wednesday,No
142,2010,1,6,21,4,218,-21,55,1034,-14,NW,3.58,0,0,Wednesday,No
143,2010,1,6,22,4,561,-22,59,1035,-16,NW,5.37,0,0,Wednesday,No
144,2010,1,6,23,4,11,-21,65,1035,-16,NW,7.16,0,0,Wednesday,No
145,2010,1,7,0,4,78,-21,65,1035,-16,NW,8.95,0,0,Thursday,No
146,2010,1,7,1,4,251,-21,65,1035,-16,cv,0.45,0,0,Thursday,No
147,2010,1,7,2,4,148,-22,70,1036,-18,cv,1.34,0,0,Thursday,No
148,2010,1,7,3,4,206,-23,50,1036,-15,NW,4.02,0,0,Thursday,No
149,2010,1,7,4,4,31,-24,50,1035,-16,NW,7.15,0,0,Thursday,No
150,2010,1,7,5,4,73,-25,42,1035,-15,NW,10.28,0,0,Thursday,No
151,2010,1,7,6,4,95,-24,46,1035,-15,NW,14.3,0,0,Thursday,No
152,2010,1,7,7,4,11,-25,35,1036,-13,NE,4.92,0,0,Thursday,No
153,2010,1,7,8,4,156,-24,42,1036,-14,NW,4.02,0,0,Thursday,Yes
154,2010,1,7,9,4,11,-23,39,1036,-12,NW,8.94,0,0,Thursday,Yes
155,2010,1,7,10,4,16,-22,39,1036,-11,NW,12.96,0,0,Thursday,Yes
156,2010,1,7,11,4,18,-20,43,1036,-10,NW,16.09,0,0,Thursday,Yes
157,2010,1,7,12,4,46,-21,37,1035,-9,NW,19.22,0,0,Thursday,Yes
158,2010,1,7,13,4,37,-21,34,1034,-8,NW,21.01,0,0,Thursday,Yes
159,2010,1,7,14,4,78,-20,34,1033,-7,NW,22.8,0,0,Thursday,Yes
160,2010,1,7,15,4,62,-20,34,1032,-7,NW,24.59,0,0,Thursday,Yes
161,2010,1,7,16,4,64,-18,44,1032,-8,NW,26.38,0,0,Thursday,Yes
162,2010,1,7,17,4,152,-19,44,1032,-9,NW,28.17,0,0,Thursday,Yes
163,2010,1,7,18,4,122,-19,51,1032,-11,NE,0.89,0,0,Thursday,No
164,2010,1,7,19,4,112,-18,56,1033,-11,NW,1.79,0,0,Thursday,No
165,2010,1,7,20,4,155,-19,71,1032,-15,NE,1.79,0,0,Thursday,No
166,2010,1,7,21,4,137,-19,65,1032,-14,cv,0.45,0,0,Thursday,No
167,2010,1,7,22,4,137,-21,55,1032,-14,cv,1.34,0,0,Thursday,No
168,2010,1,7,23,4,167,-21,65,1032,-16,cv,2.23,0,0,Thursday,No
169,2010,1,8,0,4,139,-21,71,1031,-17,NW,1.79,0,0,Friday,No
170,2010,1,8,1,4,213,-19,77,1031,-16,NW,3.58,0,0,Friday,No
171,2010,1,8,2,4,244,-20,71,1031,-16,NE,0.89,0,0,Friday,No
172,2010,1,8,3,4,200,-19,71,1030,-15,SE,0.89,0,0,Friday,No
173,2010,1,8,4,4,226,-18,77,1030,-15,cv,0.45,0,0,Friday,No
174,2010,1,8,5,4,108,-18,77,1029,-15,cv,1.34,0,0,Friday,No
175,2010,1,8,6,4,226,-18,77,1029,-15,NW,1.79,0,0,Friday,No
176,2010,1,8,7,4,220,-16,78,1029,-13,NE,0.89,0,0,Friday,No
177,2010,1,8,8,4,113,-16,72,1029,-12,SE,0.89,0,0,Friday,Yes
178,2010,1,8,9,4,200,-16,72,1030,-12,SE,1.78,0,0,Friday,Yes
179,2010,1,8,10,4,122,-17,56,1030,-10,NE,0.89,0,0,Friday,Yes
180,2010,1,8,11,4,48,-16,61,1029,-10,cv,0.89,0,0,Friday,Yes
181,2010,1,8,12,4,146,-16,56,1028,-9,SE,3.13,0,0,Friday,Yes
182,2010,1,8,13,4,155,-15,57,1026,-8,SE,4.92,0,0,Friday,Yes
183,2010,1,8,14,4,192,-16,52,1026,-8,cv,0.89,0,0,Friday,Yes
184,2010,1,8,15,4,87,-16,52,1025,-8,cv,1.78,0,0,Friday,Yes
185,2010,1,8,16,4,173,-16,52,1025,-8,cv,2.67,0,0,Friday,Yes
186,2010,1,8,17,4,119,-17,48,1025,-8,SE,0.89,0,0,Friday,Yes
187,2010,1,8,18,4,198,-17,52,1026,-9,cv,0.45,0,0,Friday,No
188,2010,1,8,19,4,136,-17,61,1026,-11,cv,1.34,0,0,Friday,No
189,2010,1,8,20,4,173,-17,66,1026,-12,cv,1.79,0,0,Friday,No
190,2010,1,8,21,4,110,-18,71,1027,-14,NW,1.79,0,0,Friday,No
191,2010,1,8,22,4,177,-16,56,1027,-9,NW,4.92,0,0,Friday,No
192,2010,1,8,23,4,314,-16,66,1027,-11,NW,6.71,0,0,Friday,No
193,2010,1,9,0,4,256,-17,71,1027,-13,cv,0.89,0,0,Saturday,No
194,2010,1,9,1,4,37,-17,71,1027,-13,NW,3.13,0,0,Saturday,No
195,2010,1,9,2,4,213,-17,77,1027,-14,NW,4.92,0,0,Saturday,No
196,2010,1,9,3,4,395,-17,84,1027,-15,NW,8.05,0,0,Saturday,No
197,2010,1,9,4,4,140,-17,71,1027,-13,NW,9.84,0,0,Saturday,No
198,2010,1,9,5,4,117,-19,77,1027,-16,NW,13.86,0,0,Saturday,No
199,2010,1,9,6,4,87,-18,77,1027,-15,NW,17.88,0,0,Saturday,No
200,2010,1,9,7,4,20,-19,71,1027,-15,NW,21.9,0,0,Saturday,No
201,2010,1,9,8,4,34,-18,71,1028,-14,NW,25.92,0,0,Saturday,Yes
202,2010,1,9,9,4,82,-18,48,1029,-9,NE,5.81,0,0,Saturday,Yes
203,2010,1,9,10,4,100,-17,44,1029,-7,NE,11.62,0,0,Saturday,Yes
204,2010,1,9,11,4,140,-17,41,1030,-6,NE,17.43,0,0,Saturday,Yes
205,2010,1,9,12,4,110,-16,45,1029,-6,NE,23.24,0,0,Saturday,Yes
206,2010,1,9,13,4,18,-16,41,1029,-5,NE,28.16,0,0,Saturday,Yes
207,2010,1,9,14,4,132,-15,42,1029,-4,NE,33.08,0,0,Saturday,Yes
208,2010,1,9,15,4,59,-14,45,1028,-4,NE,37.1,0,0,Saturday,Yes
209,2010,1,9,16,4,25,-15,42,1029,-4,NE,38.89,0,0,Saturday,Yes
210,2010,1,9,17,4,74,-15,42,1030,-4,NW,1.79,0,0,Saturday,Yes
211,2010,1,9,18,4,57,-15,52,1030,-7,NE,3.13,0,0,Saturday,No
212,2010,1,9,19,4,20,-15,48,1031,-6,NW,3.13,0,0,Saturday,No
213,2010,1,9,20,4,396,-15,52,1032,-7,NW,4.92,0,0,Saturday,No
214,2010,1,9,21,4,24,-15,48,1032,-6,NE,3.13,0,0,Saturday,No
215,2010,1,9,22,4,99,-15,57,1033,-8,cv,0.45,0,0,Saturday,No
216,2010,1,9,23,4,129,-15,57,1033,-8,cv,0.9,0,0,Saturday,No
217,2010,1,10,0,4,20,-15,72,1033,-11,NW,0.89,0,0,Sunday,No
218,2010,1,10,1,4,335,-17,71,1033,-13,NW,1.78,0,0,Sunday,No
219,2010,1,10,2,4,117,-17,66,1033,-12,NW,4.91,0,0,Sunday,No
220,2010,1,10,3,4,31,-17,71,1033,-13,NW,8.04,0,0,Sunday,No
221,2010,1,10,4,4,104,-19,65,1032,-14,NW,9.83,0,0,Sunday,No
222,2010,1,10,5,4,104,-18,66,1032,-13,NW,12.96,0,0,Sunday,No
223,2010,1,10,6,4,47,-19,60,1032,-13,NW,16.09,0,0,Sunday,No
224,2010,1,10,7,4,34,-19,65,1033,-14,NW,19.22,0,0,Sunday,No
225,2010,1,10,8,4,18,-19,65,1034,-14,NW,22.35,0,0,Sunday,Yes
226,2010,1,10,9,4,9,-17,66,1033,-12,NW,24.14,0,0,Sunday,Yes
227,2010,1,10,10,4,227,-16,48,1033,-7,NE,4.02,0,0,Sunday,Yes
228,2010,1,10,11,4,127,-15,52,1033,-7,NW,3.13,0,0,Sunday,Yes
229,2010,1,10,12,4,32,-15,52,1032,-7,NW,6.26,0,0,Sunday,Yes
230,2010,1,10,13,4,20,-14,53,1031,-6,NW,9.39,0,0,Sunday,Yes
231,2010,1,10,14,4,13,-14,53,1031,-6,NW,12.52,0,0,Sunday,Yes
232,2010,1,10,15,4,169,-13,53,1030,-5,NW,14.31,0,0,Sunday,Yes
233,2010,1,10,16,4,14,-14,49,1031,-5,NW,16.1,0,0,Sunday,Yes
234,2010,1,10,17,4,100,-14,53,1031,-6,NW,19.23,0,0,Sunday,Yes
235,2010,1,10,18,4,180,-13,62,1032,-7,NW,23.25,0,0,Sunday,No
236,2010,1,10,19,4,34,-15,48,1032,-6,NW,27.27,0,0,Sunday,No
237,2010,1,10,20,4,15,-15,48,1033,-6,NW,30.4,0,0,Sunday,No
238,2010,1,10,21,4,78,-15,42,1034,-4,NW,35.32,0,0,Sunday,No
239,2010,1,10,22,4,14,-16,38,1034,-4,NW,44.26,0,0,Sunday,No
240,2010,1,10,23,4,8,-17,38,1035,-5,NW,52.31,0,0,Sunday,No
241,2010,1,11,0,4,42,-17,41,1035,-6,NW,60.36,0,0,Monday,No
242,2010,1,11,1,4,53,-17,48,1035,-8,cv,0.89,0,0,Monday,No
243,2010,1,11,2,4,22,-19,51,1036,-11,NW,4.02,0,0,Monday,No
244,2010,1,11,3,4,95,-20,47,1036,-11,NW,8.94,0,0,Monday,No
245,2010,1,11,4,4,24,-21,43,1035,-11,NE,4.02,0,0,Monday,No
246,2010,1,11,5,4,10,-22,43,1035,-12,NW,3.13,0,0,Monday,No
247,2010,1,11,6,4,63,-22,43,1035,-12,NE,4.92,0,0,Monday,No
248,2010,1,11,7,4,16,-22,46,1036,-13,NW,5.81,0,0,Monday,No
249,2010,1,11,8,4,13,-22,34,1036,-9,NW,13.86,0,0,Monday,Yes
250,2010,1,11,9,4,25,-22,36,1036,-10,NW,21.91,0,0,Monday,Yes
251,2010,1,11,10,4,25,-22,34,1036,-9,NW,29.06,0,0,Monday,Yes
252,2010,1,11,11,4,16,-21,37,1036,-9,NW,33.08,0,0,Monday,Yes
253,2010,1,11,12,4,16,-20,32,1035,-6,NW,42.02,0,0,Monday,Yes
254,2010,1,11,13,4,131,-19,32,1034,-5,NW,50.96,0,0,Monday,Yes
255,2010,1,11,14,4,9,-19,32,1033,-5,NW,59.01,0,0,Monday,Yes
256,2010,1,11,15,4,8,-20,29,1033,-5,NW,66.16,0,0,Monday,Yes
257,2010,1,11,16,4,9,-20,29,1032,-5,NW,71.97,0,0,Monday,Yes
258,2010,1,11,17,4,11,-20,29,1033,-5,NW,76.89,0,0,Monday,Yes
259,2010,1,11,18,4,10,-20,34,1033,-7,NW,81.81,0,0,Monday,No
260,2010,1,11,19,4,10,-22,29,1033,-7,NW,85.83,0,0,Monday,No
261,2010,1,11,20,4,6,-22,31,1033,-8,NW,89.85,0,0,Monday,No
262,2010,1,11,21,4,9,-23,33,1033,-10,NW,91.64,0,0,Monday,No
263,2010,1,11,22,4,6,-23,42,1033,-13,NW,93.43,0,0,Monday,No
264,2010,1,11,23,4,73,-22,43,1032,-12,cv,0.89,0,0,Monday,No
265,2010,1,12,0,4,122,-22,55,1031,-15,cv,1.78,0,0,Tuesday,No
266,2010,1,12,1,4,122,-22,50,1031,-14,NE,1.79,0,0,Tuesday,No
267,2010,1,12,2,4,122,-22,50,1031,-14,NW,0.89,0,0,Tuesday,No
268,2010,1,12,3,4,130,-24,59,1030,-18,NE,1.79,0,0,Tuesday,No
269,2010,1,12,4,4,33,-24,39,1030,-13,NE,3.58,0,0,Tuesday,No
270,2010,1,12,5,4,78,-25,38,1030,-14,NW,3.13,0,0,Tuesday,No
271,2010,1,12,6,4,99,-24,42,1030,-14,NW,7.15,0,0,Tuesday,No
272,2010,1,12,7,4,20,-25,33,1030,-12,NW,12.96,0,0,Tuesday,No
273,2010,1,12,8,4,17,-26,35,1030,-14,NW,16.98,0,0,Tuesday,Yes
274,2010,1,12,9,4,8,-25,33,1031,-12,NW,21,0,0,Tuesday,Yes
275,2010,1,12,10,4,33,-25,30,1031,-11,NW,26.81,0,0,Tuesday,Yes
276,2010,1,12,11,4,14,-24,33,1030,-11,NW,35.75,0,0,Tuesday,Yes
277,2010,1,12,12,4,37,-23,36,1029,-11,NW,47.82,0,0,Tuesday,Yes
278,2010,1,12,13,4,5,-22,39,1029,-11,NW,63.02,0,0,Tuesday,Yes
279,2010,1,12,14,4,8,-23,36,1029,-11,NW,75.98,0,0,Tuesday,Yes
280,2010,1,12,15,4,8,-22,39,1029,-11,NW,88.05,0,0,Tuesday,Yes
281,2010,1,12,16,4,16,-23,36,1030,-11,NW,101.01,0,0,Tuesday,Yes
282,2010,1,12,17,4,5,-24,33,1030,-11,NW,109.06,0,0,Tuesday,Yes
283,2010,1,12,18,4,8,-24,33,1032,-11,NW,118,0,0,Tuesday,No
284,2010,1,12,19,4,7,-23,36,1032,-11,NW,126.05,0,0,Tuesday,No
285,2010,1,12,20,4,9,-23,39,1032,-12,NW,134.1,0,0,Tuesday,No
286,2010,1,12,21,4,3,-24,36,1033,-12,NW,142.15,0,0,Tuesday,No
287,2010,1,12,22,4,7,-23,39,1033,-12,NW,150.2,0,0,Tuesday,No
288,2010,1,12,23,4,9,-23,39,1034,-12,NW,160.03,0,0,Tuesday,No
289,2010,1,13,0,4,14,-24,36,1034,-12,NW,169.86,0,0,Wednesday,No
290,2010,1,13,1,4,7,-24,36,1033,-12,NW,178.8,0,0,Wednesday,No
291,2010,1,13,2,4,8,-25,33,1033,-12,NW,189.98,0,0,Wednesday,No
292,2010,1,13,3,4,20,-24,39,1033,-13,NW,198.03,0,0,Wednesday,No
293,2010,1,13,4,4,7,-25,33,1032,-12,NW,205.18,0,0,Wednesday,No
294,2010,1,13,5,4,3,-25,33,1033,-12,NW,215.01,0,0,Wednesday,No
295,2010,1,13,6,4,10,-25,33,1032,-12,NW,226.19,0,0,Wednesday,No
296,2010,1,13,7,4,10,-25,33,1032,-12,NW,235.13,0,0,Wednesday,No
297,2010,1,13,8,4,10,-25,33,1032,-12,NW,243.18,0,0,Wednesday,Yes
298,2010,1,13,9,4,12,-23,36,1033,-11,NW,252.12,0,0,Wednesday,Yes
299,2010,1,13,10,4,8,-23,33,1033,-10,NW,257.93,0,0,Wednesday,Yes
300,2010,1,13,11,4,8,-22,34,1033,-9,NW,263.74,0,0,Wednesday,Yes
301,2010,1,13,12,4,9,-21,34,1031,-8,NW,270.89,0,0,Wednesday,Yes
302,2010,1,13,13,4,6,-21,29,1030,-6,NW,278.94,0,0,Wednesday,Yes
303,2010,1,13,14,4,12,-20,29,1029,-5,NW,286.99,0,0,Wednesday,Yes
304,2010,1,13,15,4,9,-22,24,1028,-5,NW,294.14,0,0,Wednesday,Yes
305,2010,1,13,16,4,8,-21,27,1028,-5,NW,299.06,0,0,Wednesday,Yes
306,2010,1,13,17,4,125,-19,37,1028,-7,SE,1.79,0,0,Wednesday,Yes
307,2010,1,13,18,4,104,-19,40,1028,-8,cv,0.45,0,0,Wednesday,No
